guide,target,active,center,scale
AHDC1_4,AHDC1,0,-0.1311,0.4246
AHDC1_5,AHDC1,0,-0.009019,0.09001
AHDC1_6,AHDC1,0,-0.009546,0.1058
AHRR_1,AHRR,0,-0.00836,0.1394
AHRR_2,AHRR,0,-0.00403,0.1788
AHRR_3,AHRR,0,-0.01023,0.2001
AHRR_4,AHRR,0,0.0047,0.1231
AHRR_5,AHRR,0,-0.007284,0.1042
AHRR_6,AHRR,0,-0.01132,0.1174
AHR_1,AHR,0,-0.006016,0.09026
AHR_2,AHR,0,0.003493,0.114
AHR_3,AHR,0,0.005213,0.4219
AHR_4,AHR,0,-0.02679,0.1974
AHR_5,AHR,0,-0.005279,0.08196
AHR_6,AHR,0,-0.001121,0.1006
AIRE_1,AIRE,0,-0.01453,0.1203
AIRE_2,AIRE,0,-0.01794,0.2092
AIRE_3,AIRE,0,-0.0006252,0.1217
AIRE_4,AIRE,0,-0.04289,0.2723
AIRE_5,AIRE,0,-0.006609,0.07559
AIRE_6,AIRE,0,0.005485,0.06452
AKAP8L_1,AKAP8L,0,-0.0105,0.1728
AKAP8L_2,AKAP8L,0,-0.01003,0.1529
AKAP8L_3,AKAP8L,0,-0.01819,0.1882
AKAP8L_4,AKAP8L,0,0.00814,0.1849
AKAP8L_5,AKAP8L,0,0.007349,0.1655
AKAP8L_6,AKAP8L,0,-0.003384,0.09299
AKAP8_1,AKAP8,0,-0.03262,0.2121
AKAP8_2,AKAP8,0,-0.006133,0.09308
AKAP8_3,AKAP8,0,-0.007946,0.118
AKAP8_4,AKAP8,0,-0.00485,0.1446
AKAP8_5,AKAP8,0,-0.002714,0.08938
AKAP8_6,AKAP8,0,0.0002387,0.1101
AKNA_P1_1,AKNA,0,-0.006336,0.09718
AKNA_P1_2,AKNA,0,-0.01452,0.1991
AKNA_P1_3,AKNA,0,-0.03156,0.226
AKNA_P1_4,AKNA,0,0.002285,0.1855
AKNA_P1_5,AKNA,0,-0.01615,0.2287
AKNA_P1_6,AKNA,0,1.201e-05,0.1729
AKNA_P2_1,AKNA,0,-0.02083,0.1519
AKNA_P2_2,AKNA,0,-0.01118,0.1555
AKNA_P2_3,AKNA,0,-0.03034,0.3159
AKNA_P2_4,AKNA,0,-0.02688,0.171
AKNA_P2_5,AKNA,0,-0.006352,0.07445
AKNA_P2_6,AKNA,0,-0.00312,0.07354
ALX1_1,ALX1,0,-0.003791,0.1517
ALX1_2,ALX1,0,-0.006603,0.1206
ALX1_3,ALX1,0,-0.004728,0.0969
ALX1_4,ALX1,0,-0.02908,0.1661
ALX1_5,ALX1,0,-0.003679,0.1462
ALX1_6,ALX1,0,-0.002775,0.07578
ALX3_1,ALX3,0,0.0005997,0.09014
ALX3_2,ALX3,0,-2.562e-05,0.08118
ALX3_3,ALX3,0,-0.01136,0.2326
ALX3_4,ALX3,0,-0.02593,0.297
ALX3_5,ALX3,0,0.003894,0.09108
ALX3_6,ALX3,0,-0.01905,0.2273
ALX4_1,ALX4,0,-0.02959,0.2112
ALX4_2,ALX4,0,-0.01507,0.1577
ALX4_3,ALX4,0,0.0002695,0.1553
ALX4_4,ALX4,0,-0.01932,0.1412
ALX4_5,ALX4,0,-0.0031,0.08766
ALX4_6,ALX4,0,0.004393,0.1271
ALYREF_1,ALYREF,0,0.003075,0.1835
ALYREF_2,ALYREF,0,0.0002348,0.1087
ALYREF_3,ALYREF,0,-0.219,0.6639
ALYREF_4,ALYREF,0,-0.03064,0.2498
ALYREF_5,ALYREF,0,0.004816,0.1054
ALYREF_6,ALYREF,0,-0.002176,0.1075
ANHX_1,ANHX,0,-0.03318,0.2763
ANHX_2,ANHX,0,0.001325,0.08166
ANHX_3,ANHX,0,-0.01584,0.1707
ANHX_4,ANHX,0,-0.0224,0.1523
ANHX_5,ANHX,0,-0.01631,0.1402
ANHX_6,ANHX,0,-0.003685,0.1049
ANKRD1_1,ANKRD1,0,-0.01374,0.166
ANKRD1_2,ANKRD1,0,-0.01388,0.1815
ANKRD1_3,ANKRD1,0,-0.01044,0.08982
ANKRD1_4,ANKRD1,0,-0.002785,0.1902
ANKRD1_5,ANKRD1,0,-0.0163,0.1269
ANKRD1_6,ANKRD1,0,-0.00843,0.08954
ANKRD30A_1,ANKRD30A,0,-0.1136,0.4728
ANKRD30A_2,ANKRD30A,0,0.004015,0.1447
ANKRD30A_3,ANKRD30A,0,-0.02942,0.237
ANKRD30A_4,ANKRD30A,0,-0.007982,0.1259
ANKRD30A_5,ANKRD30A,0,0.0001671,0.1296
ANKRD30A_6,ANKRD30A,0,0.001335,0.1143
ANKZF1_1,ANKZF1,0,-0.009453,0.2237
ANKZF1_2,ANKZF1,0,-0.006964,0.1268
ANKZF1_3,ANKZF1,0,-0.0001914,0.1523
ANKZF1_4,ANKZF1,0,-0.007572,0.1341
ANKZF1_5,ANKZF1,0,-0.02304,0.1556
ANKZF1_6,ANKZF1,0,-0.004341,0.06868
APITD1_1|APITD1-CORT_1,APITD1|APITD1-CORT,0,0.002427,0.1351
APITD1_2|APITD1-CORT_2,APITD1|APITD1-CORT,0,-0.0177,0.1576
APITD1_3|APITD1-CORT_3,APITD1|APITD1-CORT,0,-0.006487,0.09219
APITD1_4|APITD1-CORT_4,APITD1|APITD1-CORT,0,-0.0005692,0.08739
APITD1_5|APITD1-CORT_5,APITD1|APITD1-CORT,0,-0.005504,0.1386
APITD1_6|APITD1-CORT_6,APITD1|APITD1-CORT,0,0.0009769,0.1016
ARGFX_1,ARGFX,0,-0.02093,0.1492
ARGFX_2,ARGFX,0,-0.02453,0.2453
ARGFX_3,ARGFX,0,-0.003073,0.1059
ARGFX_4,ARGFX,0,-0.006285,0.09562
ARGFX_5,ARGFX,0,-0.001832,0.05634
ARGFX_6,ARGFX,0,-0.01301,0.1263
ARHGAP35_1,ARHGAP35,0,-0.008136,0.09382
ARHGAP35_2,ARHGAP35,0,-0.01358,0.1587
ARHGAP35_3,ARHGAP35,0,-0.01788,0.3074
ARHGAP35_4,ARHGAP35,0,0.001373,0.06169
ARHGAP35_5,ARHGAP35,0,-0.0004253,0.1028
ARHGAP35_6,ARHGAP35,0,-0.009623,0.1666
ARID1A_1,ARID1A,0,0.001872,0.0956
ARID1A_2,ARID1A,1,0.00502,0.0861
ARID1A_3,ARID1A,0,0.001963,0.07942
ARID1A_4,ARID1A,1,0.0003982,0.04553
ARID1A_5,ARID1A,0,0.003086,0.1143
ARID1A_6,ARID1A,0,-0.003976,0.09124
ARID1B_P1_1,ARID1B,0,0.001774,0.1473
ARID1B_P1_2,ARID1B,0,-0.0008568,0.09838
ARID1B_P1_3,ARID1B,0,-0.03494,0.3042
ARID1B_P1_4,ARID1B,0,-0.006316,0.1006
ARID1B_P1_5,ARID1B,0,-0.0272,0.1249
ARID1B_P1_6,ARID1B,0,-0.001029,0.05583
ARID1B_P2_1,ARID1B,0,-0.009797,0.1072
ARID1B_P2_2,ARID1B,0,0.007005,0.1575
ARID1B_P2_3,ARID1B,0,-0.03031,0.2293
ARID1B_P2_4,ARID1B,0,-0.001437,0.1027
ARID1B_P2_5,ARID1B,0,-0.01431,0.1287
ARID1B_P2_6,ARID1B,0,0.001527,0.2164
ARID2_1,ARID2,1,-0.003871,0.07395
ARID2_2,ARID2,0,-0.02825,0.185
ARID2_3,ARID2,0,-0.02621,0.1416
ARID2_4,ARID2,1,-0.01614,0.2172
ARID2_5,ARID2,0,-0.005809,0.0823
ARID2_6,ARID2,0,0.002806,0.168
ARID3A_1,ARID3A,0,0.01159,0.1729
ARID3A_2,ARID3A,0,-0.01057,0.1864
ARID3A_3,ARID3A,0,-0.0106,0.126
ARID3A_4,ARID3A,0,0.004479,0.1621
ARID3A_5,ARID3A,0,-0.004506,0.09407
ARID3A_6,ARID3A,0,0.002332,0.09026
ARID3B_1,ARID3B,0,0.001437,0.09999
ARID3B_2,ARID3B,0,-0.01047,0.181
ARID3B_3,ARID3B,0,-0.01716,0.1682
ARID3B_4,ARID3B,0,-0.01886,0.146
ARID3B_5,ARID3B,0,-0.003456,0.06135
ARID3B_6,ARID3B,0,-0.00335,0.1042
ARID3C_1,ARID3C,0,0.0009752,0.1365
ARID3C_2,ARID3C,0,-0.00402,0.1267
ARID3C_3,ARID3C,0,-0.001835,0.2402
ARID3C_4,ARID3C,0,-0.2736,0.5893
ARID3C_5,ARID3C,0,-0.007675,0.1273
ARID3C_6,ARID3C,0,-0.00539,0.07979
ARID4A_1,ARID4A,0,0.0007532,0.06515
ARID4A_2,ARID4A,0,0.001322,0.1703
ARID4A_3,ARID4A,0,-0.02417,0.259
ARID4A_4,ARID4A,0,-0.02039,0.1537
ARID4A_5,ARID4A,0,0.0002677,0.11
ARID4A_6,ARID4A,0,-0.008136,0.07771
ARID4B_1,ARID4B,0,-0.001271,0.072
ARID4B_2,ARID4B,0,-0.009302,0.1868
ARID4B_3,ARID4B,0,-0.0137,0.1293
ARID4B_4,ARID4B,0,-0.0206,0.2075
ARID4B_5,ARID4B,0,-0.01007,0.208
ARID4B_6,ARID4B,0,-0.002981,0.06379
ARID5A_1,ARID5A,0,-0.001513,0.1449
ARID5A_2,ARID5A,0,-0.008888,0.1588
ARID5A_3,ARID5A,0,-0.06763,0.3421
ARID5A_4,ARID5A,0,-0.01429,0.1528
ARID5A_5,ARID5A,0,-0.01768,0.1939
ARID5A_6,ARID5A,0,-0.036,0.3278
ARID5B_1,ARID5B,1,-0.01793,0.2674
ARID5B_2,ARID5B,0,-0.00568,0.09783
ARID5B_3,ARID5B,0,0.006722,0.1149
ARID5B_4,ARID5B,1,-0.01016,0.101
ARID5B_5,ARID5B,0,-0.01411,0.1166
ARID5B_6,ARID5B,0,-0.01865,0.1357
ARNT2_1,ARNT2,0,-0.005174,0.1958
ARNT2_2,ARNT2,0,0.00273,0.1067
ARNT2_4,ARNT2,0,-0.01679,0.1725
ARNT2_5,ARNT2,0,-0.007369,0.1025
ARNT2_6,ARNT2,0,0.004689,0.07099
ARNTL2_1,ARNTL2,0,-0.01843,0.2261
ARNTL2_2,ARNTL2,0,-0.02609,0.2742
ARNTL2_3,ARNTL2,0,-0.02234,0.2166
ARNTL2_4,ARNTL2,0,-0.02383,0.3024
ARNTL2_5,ARNTL2,0,0.006561,0.1274
ARNTL2_6,ARNTL2,0,-0.005732,0.09797
ARNTL_1,ARNTL,0,-0.00495,0.1141
ARNTL_2,ARNTL,0,-0.01051,0.1434
ARNTL_3,ARNTL,0,-0.002331,0.1414
ARNTL_4,ARNTL,0,-0.01441,0.1586
ARNTL_5,ARNTL,0,-0.009768,0.09804
ARNTL_6,ARNTL,0,-0.003842,0.1352
ARNT_1,ARNT,0,-0.01897,0.2093
ARNT_2,ARNT,0,-0.01245,0.1158
ARNT_3,ARNT,0,0.0008356,0.1446
ARNT_4,ARNT,0,-0.06466,0.3402
ARNT_5,ARNT,0,-0.004105,0.1849
ARNT_6,ARNT,0,0.005266,0.05675
ARX_P1_1,ARX,0,-0.006606,0.1405
ARX_P1_2,ARX,0,-0.007907,0.1212
ARX_P1_3,ARX,0,-0.02468,0.1772
ARX_P1_4,ARX,0,-0.003072,0.1204
ARX_P1_5,ARX,0,-0.01416,0.1258
ARX_P1_6,ARX,0,-0.02818,0.1727
ARX_P2_1,ARX,0,0.001698,0.1296
ARX_P2_2,ARX,0,0.006521,0.1293
ARX_P2_3,ARX,0,-0.007188,0.1869
ARX_P2_4,ARX,0,-0.002101,0.1159
ARX_P2_5,ARX,0,0.0003623,0.1224
ARX_P2_6,ARX,0,-0.04241,0.1778
AR_1,AR,0,-0.01287,0.1457
AR_2,AR,0,-0.01443,0.1666
AR_3,AR,0,-0.01449,0.1661
AR_4,AR,0,-0.01454,0.1484
AR_5,AR,0,-0.002722,0.07245
AR_6,AR,0,-0.01502,0.1398
ASCL1_1,ASCL1,0,-0.004102,0.1626
ASCL1_2,ASCL1,0,-0.007962,0.1769
ASCL1_3,ASCL1,0,-0.02318,0.1793
ASCL1_4,ASCL1,0,-0.02148,0.2394
ASCL1_5,ASCL1,0,-0.003202,0.07554
ASCL1_6,ASCL1,0,0.003118,0.1037
ASCL2_1,ASCL2,0,-0.007959,0.247
ASCL2_2,ASCL2,0,-0.008358,0.1044
ASCL2_3,ASCL2,0,0.01231,0.1824
ASCL2_4,ASCL2,0,0.001719,0.2197
ASCL2_5,ASCL2,0,-0.003418,0.1253
ASCL2_6,ASCL2,0,-0.01355,0.1059
ASCL3_1,ASCL3,0,-8.099e-05,0.1326
ASCL3_2,ASCL3,0,-0.01211,0.1417
ASCL3_3,ASCL3,0,0.01184,0.1614
ASCL3_4,ASCL3,0,-0.04323,0.2958
ASCL3_5,ASCL3,0,-0.009778,0.08351
ASCL3_6,ASCL3,0,-0.001696,0.1936
ASCL4_1,ASCL4,0,-0.001313,0.1068
ASCL4_2,ASCL4,0,-0.04657,0.2777
ASCL4_3,ASCL4,0,-0.01486,0.1974
ASCL4_4,ASCL4,0,-0.004665,0.09782
ASCL4_5,ASCL4,0,0.0047,0.06975
ASCL4_6,ASCL4,0,0.0006735,0.1065
ASCL5_1,ASCL5,0,0.003035,0.1449
ASCL5_2,ASCL5,0,-0.02463,0.2304
ASCL5_3,ASCL5,0,-0.01881,0.2143
ASCL5_4,ASCL5,0,-0.008156,0.1453
ASCL5_5,ASCL5,0,0.005657,0.2581
ASCL5_6,ASCL5,0,0.004024,0.1622
ASH1L_1,ASH1L,0,-0.00886,0.2146
ASH1L_2,ASH1L,0,-0.01544,0.1214
ASH1L_3,ASH1L,0,-0.00849,0.1883
ASH1L_4,ASH1L,0,-0.01394,0.2873
ASH1L_5,ASH1L,0,-0.0002769,0.07996
ASH1L_6,ASH1L,0,-0.002187,0.1066
ATF1_1,ATF1,0,0.001863,0.1011
ATF1_2,ATF1,0,-0.005263,0.1429
ATF1_3,ATF1,0,-0.004322,0.07436
ATF1_4,ATF1,0,-0.04755,0.4126
ATF1_5,ATF1,0,0.005713,0.08692
ATF1_6,ATF1,0,-0.006905,0.088
ATF2_1,ATF2,0,-0.004726,0.1889
ATF2_2,ATF2,0,-0.01868,0.1634
ATF2_3,ATF2,0,-0.02617,0.1786
ATF2_4,ATF2,0,-0.3288,0.5224
ATF2_5,ATF2,0,-0.001575,0.1009
ATF2_6,ATF2,0,0.001302,0.08677
ATF3_1,ATF3,0,-0.0005819,0.1202
ATF3_2,ATF3,0,-0.002569,0.09606
ATF3_3,ATF3,0,0.007565,0.1075
ATF3_4,ATF3,0,-0.02102,0.2431
ATF3_5,ATF3,0,0.0001716,0.08228
ATF3_6,ATF3,0,-0.291,0.4505
ATF4_1,ATF4,0,-0.0006106,0.2103
ATF4_2,ATF4,0,0.001268,0.06909
ATF4_3,ATF4,0,2.728e-05,0.0739
ATF4_4,ATF4,0,-0.003556,0.1799
ATF4_5,ATF4,0,-0.004103,0.08558
ATF4_6,ATF4,0,-0.01127,0.1437
ATF5_1,ATF5,0,-0.2008,0.7677
ATF5_2,ATF5,0,-0.07956,0.4274
ATF5_3,ATF5,0,-0.3103,0.5571
ATF5_5,ATF5,0,-0.2179,0.5438
ATF5_6,ATF5,0,-0.1887,0.4719
ATF6B_1,ATF6B,0,-0.01193,0.1755
ATF6B_2,ATF6B,0,-0.00237,0.2284
ATF6B_3,ATF6B,0,0.0004924,0.1361
ATF6B_4,ATF6B,0,-0.007921,0.1556
ATF6B_5,ATF6B,0,-0.002556,0.06714
ATF6B_6,ATF6B,0,-0.007789,0.065
ATF6_1,ATF6,0,-0.1598,0.4883
ATF6_2,ATF6,0,-0.01951,0.2036
ATF6_3,ATF6,0,-0.02964,0.183
ATF6_4,ATF6,0,-0.0374,0.3527
ATF6_5,ATF6,0,-0.005667,0.1386
ATF6_6,ATF6,0,0.001361,0.08221
ATF7_1,ATF7,0,-0.02817,0.3057
ATF7_2,ATF7,0,-0.004665,0.1629
ATF7_3,ATF7,0,0.003407,0.1186
ATF7_4,ATF7,0,-0.01044,0.1136
ATF7_5,ATF7,0,0.00337,0.1792
ATF7_6,ATF7,0,-0.005154,0.09817
ATMIN_1,ATMIN,0,-0.006442,0.1445
ATMIN_2,ATMIN,0,-0.00717,0.186
ATMIN_3,ATMIN,0,-0.005734,0.143
ATMIN_4,ATMIN,0,-0.03593,0.2093
ATMIN_5,ATMIN,0,-0.01988,0.1657
ATMIN_6,ATMIN,0,-0.002995,0.1095
ATN1_1,ATN1,0,-0.003955,0.1935
ATN1_2,ATN1,0,-0.0007589,0.0654
ATN1_3,ATN1,0,-0.00811,0.1461
ATN1_4,ATN1,0,-0.08207,0.3934
ATN1_5,ATN1,0,0.0007881,0.1026
ATN1_6,ATN1,0,-0.018,0.1092
ATOH1_1,ATOH1,0,-0.002705,0.1325
ATOH1_2,ATOH1,0,-0.003501,0.1213
ATOH1_3,ATOH1,0,-0.01434,0.2265
ATOH1_4,ATOH1,0,-0.00197,0.141
ATOH1_5,ATOH1,0,-0.0006927,0.1293
ATOH1_6,ATOH1,0,-0.00916,0.1103
ATOH7_1,ATOH7,0,-0.01076,0.1343
ATOH7_2,ATOH7,0,-0.008003,0.2223
ATOH7_3,ATOH7,0,-0.009755,0.1334
ATOH7_4,ATOH7,0,-0.008207,0.225
ATOH7_5,ATOH7,0,0.005958,0.1506
ATOH7_6,ATOH7,0,0.0003097,0.1091
ATOH8_1,ATOH8,0,-0.01171,0.251
ATOH8_2,ATOH8,0,-0.002486,0.1236
ATOH8_3,ATOH8,0,0.0109,0.1801
ATOH8_4,ATOH8,0,-0.00406,0.135
ATOH8_5,ATOH8,0,-0.006173,0.1173
ATOH8_6,ATOH8,0,-0.001051,0.1099
ATXN7_P1_1,ATXN7,0,-0.002355,0.1272
ATXN7_P1_2,ATXN7,0,-0.02043,0.2109
ATXN7_P1_3,ATXN7,0,-0.01018,0.1698
ATXN7_P1_4,ATXN7,0,-0.037,0.388
ATXN7_P1_5,ATXN7,0,-0.001714,0.03697
ATXN7_P1_6,ATXN7,0,-0.0004946,0.09513
ATXN7_P2_1,ATXN7,0,-0.02586,0.1845
ATXN7_P2_2,ATXN7,0,0.001572,0.2016
ATXN7_P2_3,ATXN7,0,-0.002807,0.1614
ATXN7_P2_4,ATXN7,0,-0.006342,0.1729
ATXN7_P2_5,ATXN7,0,-0.007494,0.08025
ATXN7_P2_6,ATXN7,0,-0.006256,0.05622
B2M,B2M,0,-0.0005717,0.02429
BACH1_1,BACH1,0,0.0001627,0.1259
BACH1_2,BACH1,0,-0.02198,0.2204
BACH1_3,BACH1,0,-0.006411,0.1281
BACH1_4,BACH1,0,0.0003453,0.1947
BACH1_5,BACH1,0,-0.002238,0.07348
BACH1_6,BACH1,0,-0.002179,0.1342
BACH2_1,BACH2,0,0.001802,0.1643
BACH2_2,BACH2,0,0.01691,0.1557
BACH2_3,BACH2,0,-0.01437,0.1988
BACH2_4,BACH2,0,-0.03179,0.2052
BACH2_5,BACH2,0,-0.01408,0.08927
BACH2_6,BACH2,0,-0.006095,0.1374
BARHL1_1,BARHL1,0,-0.02456,0.176
BARHL1_2,BARHL1,0,-0.008307,0.1624
BARHL1_3,BARHL1,0,-0.005586,0.1317
BARHL1_4,BARHL1,0,0.001448,0.08445
BARHL1_5,BARHL1,0,-0.0003998,0.09542
BARHL1_6,BARHL1,0,0.006007,0.1681
BARHL2_1,BARHL2,0,-0.004982,0.1356
BARHL2_2,BARHL2,0,0.002856,0.175
BARHL2_3,BARHL2,0,-0.004094,0.1159
BARHL2_4,BARHL2,0,-0.02251,0.1629
BARHL2_5,BARHL2,0,-0.007626,0.1121
BARHL2_6,BARHL2,0,0.002257,0.06448
BARX1_1,BARX1,0,-0.1003,0.4156
BARX1_2,BARX1,0,-0.0305,0.198
BARX1_3,BARX1,0,-0.004683,0.1751
BARX1_4,BARX1,0,-0.04045,0.2779
BARX1_5,BARX1,0,-0.005794,0.09103
BARX1_6,BARX1,0,-0.005038,0.1442
BARX2_1,BARX2,0,-0.0136,0.1773
BARX2_2,BARX2,0,-0.01086,0.2964
BARX2_3,BARX2,0,-0.008034,0.197
BARX2_4,BARX2,0,-0.01217,0.2014
BARX2_5,BARX2,0,-0.01059,0.1003
BARX2_6,BARX2,0,-0.02328,0.2186
BATF2_1,BATF2,0,-0.04069,0.221
BATF2_2,BATF2,0,-0.005205,0.1424
BATF2_3,BATF2,0,-0.007846,0.1681
BATF2_4,BATF2,0,-0.004712,0.1323
BATF2_5,BATF2,0,-0.001955,0.09509
BATF2_6,BATF2,0,-0.003484,0.06548
BATF3_1,BATF3,0,-0.01217,0.1584
BATF3_2,BATF3,0,0.005543,0.1452
BATF3_3,BATF3,0,-0.01245,0.1472
BATF3_4,BATF3,0,0.006417,0.1242
BATF3_5,BATF3,0,-0.008761,0.1025
BATF3_6,BATF3,0,-0.002199,0.1652
BATF_1,BATF,0,-0.01415,0.1541
BATF_2,BATF,0,-0.009013,0.1947
BATF_3,BATF,0,-0.009266,0.1508
BATF_4,BATF,0,-0.007318,0.1299
BATF_5,BATF,0,0.01035,0.1061
BATF_6,BATF,0,0.002388,0.112
BAZ1B_1,BAZ1B,0,-0.01724,0.1535
BAZ1B_2,BAZ1B,0,0.005985,0.1573
BAZ1B_3,BAZ1B,0,0.002868,0.09862
BAZ1B_4,BAZ1B,0,-0.01464,0.1173
BAZ1B_5,BAZ1B,0,-0.006114,0.1332
BAZ1B_6,BAZ1B,0,-0.01166,0.1711
BAZ2A_P1_1,BAZ2A,0,0.008782,0.1055
BAZ2A_P1_2,BAZ2A,0,-0.02146,0.2231
BAZ2A_P1_3,BAZ2A,0,-0.009791,0.1146
BAZ2A_P1_4,BAZ2A,0,-0.01043,0.1274
BAZ2A_P1_5,BAZ2A,0,-0.0084,0.09443
BAZ2A_P1_6,BAZ2A,0,-0.01503,0.2515
BAZ2A_P2_1,BAZ2A,0,0.005057,0.1089
BAZ2A_P2_2,BAZ2A,0,-0.01448,0.1597
BAZ2A_P2_3,BAZ2A,0,0.008972,0.1689
BAZ2A_P2_4,BAZ2A,0,-0.002562,0.1257
BAZ2A_P2_5,BAZ2A,0,0.0002118,0.1031
BAZ2A_P2_6,BAZ2A,0,-0.008409,0.08275
BAZ2B_1,BAZ2B,0,-0.0002213,0.09915
BAZ2B_2,BAZ2B,0,-0.003679,0.09664
BAZ2B_3,BAZ2B,0,-0.01091,0.1176
BAZ2B_4,BAZ2B,0,-0.01718,0.1409
BAZ2B_5,BAZ2B,0,-0.0008687,0.03972
BAZ2B_6,BAZ2B,0,-0.0003883,0.1251
BBX_1,BBX,0,0.004299,0.1024
BBX_2,BBX,0,-0.01303,0.255
BBX_3,BBX,0,-0.03034,0.2578
BBX_4,BBX,0,-0.007387,0.1036
BBX_5,BBX,0,0.004107,0.1286
BBX_6,BBX,0,-0.000444,0.1031
BCL11A_1,BCL11A,0,-0.004682,0.1345
BCL11A_2,BCL11A,0,0.0002808,0.1382
BCL11A_3,BCL11A,0,-0.002242,0.2289
BCL11A_4,BCL11A,0,-0.0003319,0.1092
BCL11A_5,BCL11A,0,-0.006768,0.06715
BCL11A_6,BCL11A,0,-0.004249,0.1006
BCL11B_1,BCL11B,0,0.01355,0.2329
BCL11B_2,BCL11B,0,-0.0101,0.121
BCL11B_3,BCL11B,0,-0.02796,0.2719
BCL11B_4,BCL11B,0,-0.01613,0.2186
BCL11B_5,BCL11B,0,-0.001054,0.1984
BCL11B_6,BCL11B,0,-0.001554,0.0833
BCL3_1,BCL3,0,-0.04917,0.3569
BCL3_2,BCL3,0,-0.03249,0.2228
BCL3_3,BCL3,0,-0.01695,0.227
BCL3_4,BCL3,0,-0.03799,0.3104
BCL3_5,BCL3,0,-0.001157,0.08485
BCL3_6,BCL3,0,0.003002,0.0967
BCL6B_1,BCL6B,0,-0.007032,0.104
BCL6B_2,BCL6B,0,-0.01448,0.1338
BCL6B_3,BCL6B,0,-0.01938,0.2067
BCL6B_4,BCL6B,0,0.01173,0.1496
BCL6B_5,BCL6B,0,-0.004272,0.09396
BCL6B_6,BCL6B,0,-0.003561,0.1299
BCL6_1,BCL6,0,-0.008512,0.2793
BCL6_2,BCL6,0,-0.001941,0.1716
BCL6_3,BCL6,0,-0.01561,0.1959
BCL6_4,BCL6,0,-0.02772,0.3164
BCL6_5,BCL6,0,-0.005449,0.08105
